colour_depth,cell_px,series,degradation,severity,condition,decoder,frames,shape_ser,colour_ser,symbol_ser,byte_error_rate,fixed_rs,fixed_yield,fixed_goodput_mbps,best_rs,best_code_rate,best_yield,best_payload_bytes,goodput_mbps,ceiling_mbps
1,4,blur,blur,0.5,blur(0.5),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.5,blur(0.5),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.5,blur(0.5),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.5,blur(0.5),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.75,blur(0.75),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.75,blur(0.75),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.75,blur(0.75),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,0.75,blur(0.75),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,blur,blur,1,blur(1),luma/mean,4,0.170659,0,0.170659,0.313141,"RS(155,125)",0,0,"RS(255,63)",0.247059,1,4642,1.11408,4.56576
1,4,blur,blur,1,blur(1),luma/saturated,4,0.170659,0,0.170659,0.313141,"RS(155,125)",0,0,"RS(255,63)",0.247059,1,4642,1.11408,4.56576
1,4,blur,blur,1,blur(1),max/mean,4,0.171054,0,0.171054,0.313789,"RS(155,125)",0,0,"RS(255,63)",0.247059,1,4642,1.11408,4.56576
1,4,blur,blur,1,blur(1),max/saturated,4,0.171054,0,0.171054,0.313789,"RS(155,125)",0,0,"RS(255,63)",0.247059,1,4642,1.11408,4.56576
1,4,blur,blur,1.25,blur(1.25),luma/mean,4,0.45256,0,0.45256,0.700595,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.25,blur(1.25),luma/saturated,4,0.45256,0,0.45256,0.700595,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.25,blur(1.25),max/mean,4,0.452764,0,0.452764,0.700727,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.25,blur(1.25),max/saturated,4,0.452764,0,0.452764,0.700727,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.5,blur(1.5),luma/mean,4,0.525547,0,0.525547,0.780936,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.5,blur(1.5),luma/saturated,4,0.525547,0,0.525547,0.780936,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.5,blur(1.5),max/mean,4,0.525737,0,0.525737,0.780923,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,1.5,blur(1.5),max/saturated,4,0.525737,0,0.525737,0.780923,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,2,blur(2),luma/mean,4,0.600078,0,0.600078,0.848176,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,2,blur(2),luma/saturated,4,0.600078,0,0.600078,0.848176,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,2,blur(2),max/mean,4,0.600255,0,0.600255,0.848123,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,blur,blur,2,blur(2),max/saturated,4,0.600255,0,0.600255,0.848123,"RS(155,125)",0,0,"RS(255,254)",0.996078,0,18776,0,4.56576
1,4,chroma_bilinear,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bilinear,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=bilinear)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=bilinear)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=bilinear)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_bilinear,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=bilinear)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_bt709_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt709,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1,"chroma(1,full_range=False,matrix=bt601,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,1.5,"chroma(1.5,full_range=False,matrix=bt601,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,2,"chroma(2,full_range=False,matrix=bt601,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,3,"chroma(3,full_range=False,matrix=bt601,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=nearest)",luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=nearest)",luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=nearest)",max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,chroma_nearest,chroma,4,"chroma(4,full_range=False,matrix=bt601,upsample=nearest)",max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,clean,clean,0,clean,luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,clean,clean,0,clean,luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,clean,clean,0,clean,max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,clean,clean,0,clean,max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,10,noise(10),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,10,noise(10),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,10,noise(10),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,10,noise(10),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,20,noise(20),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,20,noise(20),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,20,noise(20),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,20,noise(20),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,40,noise(40),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,40,noise(40),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,40,noise(40),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,40,noise(40),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,60,noise(60),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,60,noise(60),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,60,noise(60),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,60,noise(60),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,80,noise(80),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,80,noise(80),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,80,noise(80),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,noise,noise,80,noise(80),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,perspective,perspective,0.05,perspective(0.05),luma/mean,4,0.00276624,0,0.00276624,0.00548652,"RS(155,125)",1,3.6552,"RS(255,237)",0.929412,1,17518,4.20432,4.56576
1,4,perspective,perspective,0.05,perspective(0.05),luma/saturated,4,0.00276624,0,0.00276624,0.00548652,"RS(155,125)",1,3.6552,"RS(255,237)",0.929412,1,17518,4.20432,4.56576
1,4,perspective,perspective,0.05,perspective(0.05),max/mean,4,0.00276624,0,0.00276624,0.00548652,"RS(155,125)",1,3.6552,"RS(255,237)",0.929412,1,17518,4.20432,4.56576
1,4,perspective,perspective,0.05,perspective(0.05),max/saturated,4,0.00276624,0,0.00276624,0.00548652,"RS(155,125)",1,3.6552,"RS(255,237)",0.929412,1,17518,4.20432,4.56576
1,4,perspective,perspective,0.1,perspective(0.1),luma/mean,4,0.0091332,0,0.0091332,0.0181253,"RS(155,125)",1,3.6552,"RS(255,225)",0.882353,1,16630,3.9912,4.56576
1,4,perspective,perspective,0.1,perspective(0.1),luma/saturated,4,0.0091332,0,0.0091332,0.0181253,"RS(155,125)",1,3.6552,"RS(255,225)",0.882353,1,16630,3.9912,4.56576
1,4,perspective,perspective,0.1,perspective(0.1),max/mean,4,0.00921862,0,0.00921862,0.0182972,"RS(155,125)",1,3.6552,"RS(255,225)",0.882353,1,16630,3.9912,4.56576
1,4,perspective,perspective,0.1,perspective(0.1),max/saturated,4,0.00921862,0,0.00921862,0.0182972,"RS(155,125)",1,3.6552,"RS(255,225)",0.882353,1,16630,3.9912,4.56576
1,4,perspective,perspective,0.15,perspective(0.15),luma/mean,4,0.0227016,0,0.0227016,0.0444738,"RS(155,125)",0.5,1.8276,"RS(255,205)",0.803922,1,15150,3.636,4.56576
1,4,perspective,perspective,0.15,perspective(0.15),luma/saturated,4,0.0227016,0,0.0227016,0.0444738,"RS(155,125)",0.5,1.8276,"RS(255,205)",0.803922,1,15150,3.636,4.56576
1,4,perspective,perspective,0.15,perspective(0.15),max/mean,4,0.0227344,0,0.0227344,0.0445399,"RS(155,125)",0.5,1.8276,"RS(255,205)",0.803922,1,15150,3.636,4.56576
1,4,perspective,perspective,0.15,perspective(0.15),max/saturated,4,0.0227344,0,0.0227344,0.0445399,"RS(155,125)",0.5,1.8276,"RS(255,205)",0.803922,1,15150,3.636,4.56576
1,4,perspective,perspective,0.2,perspective(0.2),luma/mean,4,0.0628417,0,0.0628417,0.11753,"RS(155,125)",0,0,"RS(155,77)",0.496774,1,9374,2.24976,4.56576
1,4,perspective,perspective,0.2,perspective(0.2),luma/saturated,4,0.0628417,0,0.0628417,0.11753,"RS(155,125)",0,0,"RS(155,77)",0.496774,1,9374,2.24976,4.56576
1,4,perspective,perspective,0.2,perspective(0.2),max/mean,4,0.0628614,0,0.0628614,0.11757,"RS(155,125)",0,0,"RS(155,77)",0.496774,1,9374,2.24976,4.56576
1,4,perspective,perspective,0.2,perspective(0.2),max/saturated,4,0.0628614,0,0.0628614,0.11757,"RS(155,125)",0,0,"RS(155,77)",0.496774,1,9374,2.24976,4.56576
1,4,perspective,perspective,0.3,perspective(0.3),luma/mean,4,0.255263,0,0.255263,0.404138,"RS(155,125)",0,0,"RS(255,159)",0.623529,0.25,11746,0.70476,4.56576
1,4,perspective,perspective,0.3,perspective(0.3),luma/saturated,4,0.255263,0,0.255263,0.404138,"RS(155,125)",0,0,"RS(255,159)",0.623529,0.25,11746,0.70476,4.56576
1,4,perspective,perspective,0.3,perspective(0.3),max/mean,4,0.255257,0,0.255257,0.404098,"RS(155,125)",0,0,"RS(255,161)",0.631373,0.25,11894,0.71364,4.56576
1,4,perspective,perspective,0.3,perspective(0.3),max/saturated,4,0.255257,0,0.255257,0.404098,"RS(155,125)",0,0,"RS(255,161)",0.631373,0.25,11894,0.71364,4.56576
1,4,white_balance,white_balance,0.5,white_balance(0.5),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,0.5,white_balance(0.5),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,0.5,white_balance(0.5),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,0.5,white_balance(0.5),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,1,white_balance(1),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,1,white_balance(1),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,1,white_balance(1),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,1,white_balance(1),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,2,white_balance(2),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,2,white_balance(2),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,2,white_balance(2),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,2,white_balance(2),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,3,white_balance(3),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,3,white_balance(3),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,3,white_balance(3),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,3,white_balance(3),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,4,white_balance(4),luma/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,4,white_balance(4),luma/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,4,white_balance(4),max/mean,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,4,white_balance,white_balance,4,white_balance(4),max/saturated,4,0,0,0,0,"RS(155,125)",1,3.6552,"RS(255,254)",0.996078,1,18776,4.50624,4.56576
1,5,blur,blur,0.5,blur(0.5),luma/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.5,blur(0.5),luma/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.5,blur(0.5),max/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.5,blur(0.5),max/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.75,blur(0.75),luma/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.75,blur(0.75),luma/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.75,blur(0.75),max/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,0.75,blur(0.75),max/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,1,blur(1),luma/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,1,blur(1),luma/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,1,blur(1),max/mean,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,1,blur(1),max/saturated,4,0,0,0,0,"RS(155,125)",1,2.5452,"RS(155,154)",0.993548,1,13070,3.1368,3.1728
1,5,blur,blur,1.25,blur(1.25),luma/mean,4,0.17957,0,0.17957,0.330531,"RS(155,125)",0,0,"RS(255,35)",0.137255,1,1765,0.4236,3.1728
